No,Drug_name,SMILES,initial_weight,BET,1h (20%RH end),2h (30%RH end),3h (40%RH end),4h (50%RH end),5h (60%RH end),6h (70%RH end),9h (80%RH end),10h (70%RH end),11h (60%RH end),12h (50%RH end),13h (40%RH end),14h (30%RH end),15h (20%RH end)
359,Piperaquine Phosphate,C1CN(CCN1CCCN2CCN(CC2)C3=C4C=CC(=CC4=NC=C3)Cl)C5=C6C=CC(=CC6=NC=C5)Cl.OP(=O)(O)O.OP(=O)(O)O.OP(=O)(O)O.OP(=O)(O)O.O.O.O.O,48.2238,71.81,1.664011689,2.445157171,2.928311346,3.23945554,3.502155369,3.674292936,3.857962224,3.840892792,3.740850723,3.638116526,3.551507288,3.417206311,3.278116809
360,Repaglinide,CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,45.5703,0,0.035752388,0.022265294,0.015857778,0.028350537,0.030904777,0.024365864,0.029282573,0.012105386,0.008715195,0.044358394,0.013079411,0.01786476,0.022073162
361,Valacyclovir Hydrochloride,CC(C)[C@@H](C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N.Cl,41.6135,255.48,8.054555671,8.751370009,9.502003037,9.619951257,9.853874972,10.41511413,12.70506805,12.38549969,11.92528448,11.77612417,10.28758502,8.84537485,8.570471887
362,Citirizine Impurity A,C1CN(CCN1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,41.5212,4.47,0.083816931,0.157040279,0.249338556,0.386475684,0.560499683,0.768101405,1.225053731,1.193215881,1.153515881,1.10832334,1.078756881,1.049624166,1.02308016
363,Isosfamide Compound Ⅲ,C1CN(P(=O)(OC1)NCCCl)C(=O)CCl,37.9293,5.28,0.103013489,0.176225687,0.252902766,0.391290945,0.597245931,0.896210297,1.321703064,0.859633523,0.580741307,0.369647073,0.264305651,0.156585061,0.093824685
364,Teniposide,OC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H]([C@H]7[C@H](O6)CO[C@H](O7)C8=CC=CS8)O)O,59.0068,5.27,0.108386699,0.180104669,0.256667437,0.33801199,0.430770384,0.541275746,0.660813524,0.610282383,0.558417399,0.458750596,0.364537483,0.270453847,0.215081387
365,Teniposide Impurity A,COC1=CC(=C(C=C1O)OC)C2=C3C(=O)C4=CC(OC5C(C(C(C(O5)CO)O)O)O)=C(C(=O)C4=C(C3=CC2)O)O,51.8665,10.53,0.125954637,0.281219688,1.037913531,4.112637865,6.922429916,9.204250385,11.73709313,11.0966458,9.818369468,7.094424061,6.399071384,4.890152673,1.693430657
366,Irinotecan Hydrochloride,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7.O.O.O.Cl,48.269,164.98,5.368365855,5.695159513,5.810814377,6.058969641,7.13145573,10.80391749,12.42209907,12.56667504,12.1535616,12.04723268,11.81089579,11.5563863,11.35732533
367,Benazeprilat,C1CC2=CC=CC=C2N(C(=O)[C@H]1N[C@@H](CCC3=CC=CC=C3)C(=O)O)CC(=O)O,27.5246,2.88,0.060664282,0.100583221,0.154488888,0.19557212,0.240624851,0.28538626,0.366425596,0.343454291,0.304780971,0.275069005,0.23116247,0.206153501,0.163203733
368,Fluoxetine Hydrochloride Impurity C,CNCCOC(C1=CC=CC=C1)C2=CC=CC=C2C(F)(F)F.Cl,6.5756,1.65,0.03788273,0.062227972,0.070655164,0.122987324,0.146613433,0.223528106,0.279741964,0.171797596,0.148563278,0.107938295,0.101473806,0.085873547,0.094782631
369,Aripiprazole,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,45.2757,0.77,0.049518468,0.061428302,0.07922778,0.062469206,0.072682158,0.106420958,0.145850082,0.12953178,0.086040969,0.057708865,0.021098889,0.027031505,0.021991221
370,Aceclofenac,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl,44.6538,0,0.102456504,0.081444766,0.055148702,0.015959545,0.008053922,0.00630529,0.043340241,0.033706591,0.02942245,0.029989632,0.023005915,0.034549473,0.034186627
371,Phenazopyridine Hydrochloride,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N.Cl,58.9827,0,0.166736538,0.112340286,0.029727184,0.051308522,0.081239357,0.121509894,0.156187782,0.131386388,0.107045836,0.08351404,0.064549264,0.025936626,0.003141535
372,Glimepiride Impurity Ⅰ,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)OCC)C,40.2175,0,0.038022249,0.023682694,0.03258071,0.023608563,0.054944961,0.047515168,0.043917349,0.016159529,0.009456008,0.014496896,0.017072671,0.012629618,0.00123706
373,D-Pyroglutamic Acid,C1CC(=O)N[C@H]1C(=O)O,37.2878,0.65,0.015780862,0.022424168,0.023065762,0.033158625,0.063559025,0.119771944,0.178812451,0.085783989,0.071612703,0.054456708,0.049350178,0.029767992,0.040254438
374,Torsemide Impurity A,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)N,34.97,0.07,0.063225264,0.059404357,0.016797335,0.025454857,0.039214278,0.149402642,0.266582581,0.194955774,0.156268743,0.099985487,0.054266536,0.019298018,0.02457736
375,3-Indolecarboxylic Acid,C1=CC=C2C(=C1)C(=CN2)C(=O)O,50.5409,0.18,0.032618917,0.030229129,0.016591453,0.003181481,0.017052499,0.030455109,0.031389468,0.025292778,0.011325671,0.009150361,0.00416207,0.001896624,0
376,Citalopram Hydrobromide,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F.Br,54.1702,1.3,0.021062563,0.040310605,0.049331754,0.06793113,0.093789775,0.12043288,0.124728163,0.080543684,0.072743154,0.037350189,0.027341025,0.004221984,0.009545814
377,Rizatriptan Benzoate,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3.C1=CC=C(C=C1)C(=O)O,54.3018,2.93,0.091514858,0.096693081,0.117895411,0.171548416,0.197151067,0.250124675,0.299341997,0.245879413,0.204423906,0.15903101,0.108726579,0.070190438,0.037089538
378,Ethylenediamine Diaceturate,CC1C(=O)NC(=O)C(O1)O.C(CN)N.C(CN)N,56.0725,0.23,0.011619478,0.01557225,0.014946758,0.022407627,0.027438112,0.049806633,0.083903048,0.052818502,0.03589769,0.028185046,0.024410115,0.039035813,0.01972753
379,Fluvastatin Sodium,CC(C)N1C2=CC=CC=C2C(=C1/C=C/[C@H](C[C@H](CC(=O)[O-])O)O)C3=CC=C(C=C3)F.[Na+] ,54.3109,165.15,2.780105876,5.3682069,9.342471893,12.66143342,17.58584514,23.6348434,28.95282853,25.71053554,21.99768296,17.65610714,12.75249191,8.310325999,4.310626596
380,Celiprolol Hydrochloride,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C.Cl,57.9991,0.14,0.979929174,0.677217241,0.354157811,0.26322104,0.316243927,0.35615138,0.410588652,0.360022107,0.309770316,0.257271786,0.154334837,0.063292495,0
381,Acarbose,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)O)N[C@H]4C=C([C@H]([C@@H]([C@H]4O)O)O)CO,53.2789,93.04,1.814585998,3.111588956,4.743817028,7.077717069,10.36326048,14.63853308,19.58881327,18.66326405,17.91322059,17.49196262,17.19649455,16.96574832,16.77053221
382,Mianserin Hydrochloride,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42.Cl ,53.4596,3.11,0.063972639,0.10395661,0.091831993,0.106633041,0.150215237,0.160732859,0.120794287,0.082613655,0.076698599,0.051637621,0.034711758,0.021474934,0.02985047
383,Vecuronium Bromide,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1N4CCCCC4)C)CC[C@]5([C@H]3C[C@@H]([C@@H]5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-],45.0576,43.9,1.041127389,1.496408367,1.960271135,2.399611273,2.806031143,3.429631893,4.783534003,4.015685801,3.432188783,2.894983746,2.407124853,1.822627202,1.483741218
384,Lisinopril,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O.O.O,47.5084,267.28,9.046520578,9.165741096,9.204596504,9.252458953,9.29065562,9.340234341,9.349963885,9.278622504,9.226458807,9.161011711,9.092040943,8.993018565,8.952759412
385,Quetiapine Fumarate,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C(=C/C(=O)O)\C(=O)O,55.0599,0.35,0.0452642,0.039632025,0.063460635,0.068148471,0.063085769,0.070628717,0.048919484,0.034721903,0.026290476,0.022385765,0.01685566,0.006097983,0.023838744
386,Troxipide,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CCCNC2,49.4955,2.06,0.052635831,0.069347151,0.130388544,0.145034979,0.198301572,0.276195456,0.419465407,0.312758431,0.224113781,0.163009231,0.120811911,0.043900175,0.017845961
387,Clopidogrel Bisulfate,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3.OS(=O)(=O)O,53.3321,0.63,0.012638184,0.032480284,0.032932015,0.076500108,0.109691977,0.178211761,0.29605261,0.146026508,0.102949894,0.075901397,0.041969755,0.013245774,0
388,Naftifine Hydrocholoride,CN(C/C=C/C1=CC=CC=C1)CC2=CC=CC3=CC=CC=C32.Cl,48.4991,0.38,0.070459968,0.071263759,0.088186485,0.105219974,0.117574072,0.106803298,0.076966423,0.064197253,0.036156749,0.042233572,0.051510413,0.041962812,0.029435093
389,Methylprednisolone Hemisuccinate,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)CCC(=O)O)O,44.5976,1.24,0.070327276,0.071130662,0.090119338,0.107120879,0.118116501,0.106600037,0.078918957,0.066172108,0.038661366,0.042152727,0.053512427,0.047582585,0.035790303
390,Methylprednisolone,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,45.3453,6.45,0.169845755,0.244767802,0.317715857,0.368402255,0.434188886,0.491723881,0.610564136,0.593162854,0.527893428,0.403349201,0.331711728,0.275259652,0.221410647
391,Altretamine,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,52.1418,1.73,0.048348608,0.059355429,0.102597011,0.108294575,0.15709256,0.167969942,0.225359305,0.199501813,0.196014501,0.143023525,0.13217431,0.117591405,0.113851841
392,Piperazine Ferulate,COC1=C(C=CC(=C1)/C=C/C(=O)O)O.C1CNCCN1,51.7799,1.04,0.207312795,0.231362828,0.196713894,0.121289317,0.112249721,0.124609206,0.118158789,0.091009952,0.091092608,0.058498376,0.027833761,0.004073324,0
393,Apomorphine Hydrochloride,CN1CCC2=C3[C@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.CN1CCC2=C3[C@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.O.Cl.Cl,52.9015,106.53,2.911530287,3.627351083,4.138811832,4.367088608,4.647943065,5.00701565,5.446349682,5.09605883,4.774219426,4.353125922,4.038294959,3.671563371,3.161986249
394,Difenidol Hydrochloride,C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O.Cl,56.3791,0.65,0.019929319,0.031001803,0.028913245,0.045099002,0.062995765,0.085703066,0.118409408,0.104886301,0.095294876,0.094204391,0.088161747,0.080644618,0.078177399
395,Clomipramine Hydrocholoride,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl.Cl,45.0639,10.27,0.216267742,0.320366826,0.476822511,0.638182129,1.454791145,2.125810551,2.366065978,2.231747763,1.842163281,0.623733566,0.375440827,0.235161602,0.141717625
396,Flunarizine Hydrochloride,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F.Cl.Cl,51.0414,3.13,0.021016109,0.030959163,0.051945109,0.126618202,2.90491044,6.884468627,7.037469079,6.798248615,6.496351525,6.257885029,5.998045217,5.748868869,5.555281921
397,Ligustrazine Phosphate,CC1=C(N=C(C(=N1)C)C)C.OP(=O)(O)O.O,42.3735,0.43,0,0,0.010458649,0.422104379,2.850447396,5.975816512,8.786947412,8.146263759,7.848048359,7.65391445,7.491395459,7.372878684,7.361671863
398,Gliquidone Sulphonamide,CC1(C2=C(C=C(C=C2)OC)C(=O)N(C1=O)CCC3=CC=C(C=C3)S(=O)(=O)N)C,55.3087,0.73,0.019915771,0.034463864,0.018096576,0.00416397,0.041646738,0.068311795,0.520422697,0.349202197,0.213473357,0.095466576,0.016556764,0.017922173,0
399,Ethylparaben,CCOC(=O)C1=CC=C(C=C1)O,42.0006,0.05,0.05912109,0.038936852,0.036232342,0.0446883,0.041330998,0.048506717,0.031655515,0.020152849,0.01490282,0.020081704,0.01803934,0.024289438,0.027735167
400,Isopropyl-4-Aminobenzoate,CC(C)OC(=O)C1=CC=C(C=C1)N,44.8701,1.19,0.043056428,0.067642247,0.084607842,0.098913985,0.108157453,0.142775931,0.182729044,0.187555651,0.144296671,0.16275639,0.131919409,0.130697265,0.115935445
401,Estrone,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,50.2325,0,0.049520188,0.000877758,0.004105706,0.020887635,0.011502266,0.058837852,0.08022374,0.062091055,0.061040656,0.05164833,0.048819016,0.044012029,0.034024427
402,Fexofenadine Hydrochloride,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O.Cl,52.6118,3.33,0.078663673,0.11320159,0.143240566,0.152383484,0.202797178,0.244051509,0.272041001,0.23062897,0.21172884,0.203501291,0.162283286,0.143606651,0.130175692
403,Nizatidine,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CSC(=N1)CN(C)C,56.5955,1.67,0.029447458,0.061683825,0.085871735,0.111665198,0.147972875,0.21472317,0.299238087,0.265116187,0.222544692,0.117479295,0.085743718,0.050825809,0.024526423
404,Lafutidine,C1CCN(CC1)CC2=CC(=NC=C2)OC/C=C\CNC(=O)CS(=O)CC3=CC=CO3,59.203,0,0.113741703,0.038992235,0.055966726,0.048966481,0.036285988,0.050385304,0.068505093,0.047558546,0.030881038,0.011467374,0.004553227,0.004294919,0.01223458
405,Olmesartan Medoxomil,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OCC5=C(OC(=O)O5)C)C(C)(C)O,55.146,2.09,0.027341665,0.073537959,0.089805203,0.1114726,0.140922504,0.16824738,0.206997587,0.194540422,0.179455227,0.105093377,0.086222903,0.065956661,0.023840412
406,Ropivacaine Hydrochloride,CCCN1CCCC[C@H]1C(=O)NC2=C(C=CC=C2C)C.O.Cl,47.8921,2.7,0.054531453,0.081513402,0.117435945,0.206548828,0.359732508,0.588462098,1.029606829,1.088354205,1.081457513,1.08851557,1.07589909,1.075866252,1.071160626
407,Zopiclone,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,57.3369,0,0.025257822,0.02340883,0.019927936,0.020013678,0.042714453,0.05587074,0.058073717,0.038725529,0.025027793,0.009665229,0.010288414,0.005138836,0.021316047
408,Dexzopiclone,CN1CCN(CC1)C(=O)N2[C@H](C(=O)NC2=O)Nc3ncc(C)nc3Cl,46.4843,0.79,0.01364096,0.035730035,0.053055674,0.082861199,0.109175686,0.126685503,0.16376568,0.162670741,0.145563187,0.120661791,0.094458583,0.066734024,0.042566448
409,Emtricitabine,C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F,48.8007,2.19,0.038893273,0.073772703,0.114448411,0.149698142,0.195549008,0.25635706,0.391038614,0.379291001,0.339952309,0.282672522,0.232515238,0.181006117,0.144930572
410,Creatine Phosphate Sodium,CN(CC(=O)O)C(=NP(=O)([O-])[O-])N.[Na+].[Na+],50.0997,95.92,1.235687816,3.235932248,5.047205841,5.089976832,5.28590583,5.56416184,10.36743063,6.793822816,5.448756171,5.339964904,5.131113127,4.844459688,4.952905436
411,Creatine,CN(CC(=O)O)C(=N)N,51.1902,1.83,0,0.016147165,0.104072983,0.720978901,2.271805384,6.540517122,14.05046973,13.54674677,13.85519922,13.70252639,13.70658586,13.66984489,13.73444607
412,Creatinine,CN1CC(=O)N=C1N,47.5194,3.08,0.072530698,0.100016762,0.109401779,0.129308925,0.164863993,0.298603763,0.905884066,0.554230162,0.384741836,0.288247736,0.209246993,0.153638841,0.142690092
413,Diclofenac Potassium,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[K+],55.9763,0.12,0.00E+00,0,0,0,0,0.267073977,15.57507122,16.44342623,16.27137836,15.95402641,13.67599974,5.037259307,0
414,Rosiglitazone Tartrate,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,41.8603,3.8,0.065021747,0.130798729,0.178267449,0.194545085,0.271409457,0.320978586,0.305153772,0.276931391,0.215857216,0.200120362,0.161369668,0.131641288,0.120110743
415,Exemestane,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC(=C)C4=CC(=O)C=C[C@]34C,47.0719,0.42,0.003156322,0.007200545,0.016642873,0.025113143,0.03362713,0.052380092,0.038991874,0.044186174,0.030073965,0.013300558,0.009030801,0.131496105,0.129269773
416,Androstenedione,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,15.1904,0,0.339363725,0.309249534,0.293707309,0.352138297,0.34019843,0.252391265,0.288284684,0.264596488,0.241837979,0.20134443,0.262909585,0.241431641,0.217433353
417,Trimetazidine Hydrochloride,COC1=C(C(=C(C=C1)CN2CCNCC2)OC)OC.Cl.Cl,58.5644,24.26,0.651682342,0.846499734,0.957870248,1.025803692,1.07439071,1.128521774,2.84330005,1.250449599,1.143917148,1.055245805,0.977638953,0.904647426,0.801261132
418,Ziprasidone Mesylate,CS(=O)(=O)O.C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54.O.O.O,50.1631,27.14,0.563003147,0.860486917,0.992587925,1.141744479,1.311714248,1.261182686,3.462222016,3.506211778,3.677466022,3.588314037,3.474028473,3.319669138,3.153235796
419,Urapidil Impurity A,CC1=C(NC(=O)NC1=O)NCCCNCl,10.3979,22.27,0.505384892,0.778674331,1.717027845,2.641364182,5.042442732,8.833691592,14.09210456,9.082294389,5.499629916,3.982110409,3.220365634,2.768286994,2.636831595
420,Hydrocortisone Hemisuccinate,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCC(=O)O)O)C)O,55.91,92.05,2.338045381,3.148048055,3.554960222,3.79076633,3.886401434,3.909110383,3.930818429,3.979138126,3.946151585,3.906212057,3.862439054,3.843659159,3.78606377
421,Melitracen Hydrochloride,CC1(C2=CC=CC=C2C(=CCCN(C)C)C3=CC=CC=C31)C.Cl ,62.1892,50.21,0.105257169,1.742374923,2.210406976,4.543055806,8.206987389,12.58416315,21.67714009,19.31681975,15.1478304,10.88030306,7.736088906,5.425018699,3.783190743
422,Mizolastine,CN(C1CCN(CC1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F)C5=NC=CC(=O)N5,52.0557,23.07,0.587386415,0.816047741,1.027194571,1.207654332,1.372696962,1.541390428,1.629894386,1.562713717,1.408640291,1.27108025,1.059479691,0.839222271,0.620561729
423,Fudosteine,C(CO)CSC[C@@H](C(=O)O)N,45.9566,3.07,0.061043422,0.102195613,0.143719246,0.152366029,0.184755563,0.241471033,0.272287473,0.226657611,0.161438684,0.09936993,0.076784304,0.047526646,0.019923254
424,Aminomethylbenzoic Acid Monohydrate,C1=CC(=CC=C1CN)C(=O)O.O,39.874,168.47,3.861401233,5.73274966,6.952024443,7.820396823,8.366001907,8.759476427,9.213172623,9.119063272,8.985992961,8.781761456,8.468658791,8.030365134,7.504568215
425,Pheformin Hydrochloride,C1=CC=C(C=C1)CCN=C(N)N=C(N)N.Cl,51.5329,0.57,0.010516548,0.020700751,0.029071155,0.036767661,0.048197144,0.062843023,0.089522883,0.0883872,0.083680995,0.073446479,0.065308443,0.055814171,0.05160266
426,Olanzapine,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,54.5708,1.53,0.042531158,0.077709409,0.122225779,0.171031738,0.224140235,0.266491169,0.238496705,0.221855399,0.212422974,0.201750411,0.161694742,0.117793904,0.000730615
427,Baclofen,C1=CC(=CC=C1C(CC(=O)O)CN)Cl,50.9277,1.6,0.06306798,0.070265318,0.084129415,0.094880744,0.142197577,0.380868946,0.534439014,0.37819217,0.274238832,0.188889521,0.079453685,0.059697969,0.039405434
428,Baclofen Impurity A,C1C(CNC1=O)C2=CC=C(C=C2)Cl,50.9306,0,0.053442695,0.049167346,0.018240627,0.029138743,0.061997717,0.057666561,1.364840769,1.605128954,1.697381491,1.723111569,1.697340302,1.688790174,1.666825333
429,Estriol,C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O,54.8392,1.36,0.028872157,0.04490739,0.064776509,0.09216159,0.097874264,0.133720545,0.164491831,0.161988942,0.126582377,0.110342729,0.107269346,0.082350647,0.066880114
430,Tranilast,COC1=C(C=C(C=C1)/C=C/C(=O)NC2=CC=CC=C2C(=O)O)OC,58.4115,2.67,0.052377709,0.092771219,0.096129885,0.123894744,0.155488736,0.167822046,0.187450665,0.169384387,0.167833995,0.140372507,0.146415838,0.170184034,0.084060096
431,Itopride Hydrochloride,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C=C2)OC)OC.Cl,58.5564,0,0.053691462,0.039706258,0.049670265,0.034092645,0.033722688,0.096630213,0.038784613,0.014323646,0.022384549,0.005611168,0.004107193,0.002184813,0.001628904
432,Fosinopril Sodium,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2C[C@@H](C[C@H]2C(=O)[O-])C3CCCCC3.[Na+] ,51.5729,1.52,0.03842668,0.058818712,0.113240386,0.183391479,0.261353425,0.374448014,0.415138587,0.306185127,0.199304231,0.11199115,0.060691702,0.04228927,0.024093713
433,Foscarnet Sodium,C(=O)([O-])P(=O)([O-])[O-].O.O.O.O.O.O.[Na+].[Na+].[Na+],32.2946,11.87,0.127861619,0.088846702,0.073669006,4.82088284,18.54373955,38.41039171,56.19518142,56.0673198,55.93965617,56.06731988,55.93945858,55.81158757,55.73122658
434,Iohexol,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I ,53.7644,63.52,1.334266234,2.141901764,2.859357062,3.433961296,4.297829406,7.42254138,9.825808054,9.404074484,9.100528913,8.926081727,8.763048817,8.631018629,8.50588957
435,Racemic Repaglinide,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,19.7624,1.97,3.55E-15,0.021436348,0.042872696,0.064309043,0.105992415,0.39903377,10.62996306,7.132694986,3.547983227,2.891322876,0.115172798,0.042879166,0.058574438
436,Voriconazole,C[C@@H](C1=NC=NC=C1F)[C@](CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,49.8994,1.46,0.0363142,0.042600044,0.057966111,0.062083028,0.075428283,0.091673927,0.098297899,0.08015001,0.055137311,0.046912729,0.060586502,0.061001605,0.05806494
437,Aceglutamide,CC(=O)N[C@@H](CCC(=O)N)C(=O)O,59.3899,0.6,0.060926636,0.076055972,0.093269378,0.104642978,0.11226687,0.127631175,0.089927962,0.084583223,0.074745924,0.04358567,0.018432404,0.018173636,0.06543274
438,Rosiglitazne Maleate,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3.C(=C\C(=O)O)\C(=O)O,45.634,3.53,0.087597292,0.136643,0.193627879,0.247309501,0.307859567,0.392579518,0.490401638,0.454947138,0.37215225,0.27068705,0.218036466,0.160598507,0.139351286
439,Ranitidine Bismuth Citrate,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Bi+3],48.4645,61.36,1.110917654,1.936314841,3.001298421,4.596867073,7.176887445,9.822964829,13.68371407,12.61242403,11.56599902,10.61961759,10.1477802,9.738558947,9.481147238
440,Guacetisal,CC(=O)OC1=CC=CC=C1C(=O)OC2=CC=CC=C2OC,55.6663,0.91,0.020207765,0.033081752,0.050045435,0.061309955,0.095801352,0.114225035,0.103853775,0.092519704,0.095660285,0.078559354,0.048747219,0.023873348,0.022893653
441,Flavoxate Hydrochloride,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4.Cl,45.6593,3.04,0.071524878,0.103824651,0.098235557,0.108156508,0.141967535,0.188556346,0.153656186,0.125413487,0.11734128,0.103131062,0.07577679,0.059946568,0.067397765
442,3-Methylflavone-8-Carboxylic Acid,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)O)C3=CC=CC=C3,53.0464,1.04,0.02665398,0.035240393,0.058831548,0.083202707,0.114722152,0.1647783,0.283584703,0.205508037,0.16825686,0.120125469,0.084332002,0.042250724,0.02253972
443,Gabexate Mesylate,CCOC(=O)C1=CC=C(C=C1)OC(=O)CCCCCN=C(N)N.CS(=O)(=O)O,48.1214,0.49,0.059791465,0.101817234,0.109903498,0.108979766,0.162127014,0.184868068,0.094813048,0.035202908,0.047488189,0.012317553,0.016533404,0.003015335,0.007639109
444,Glutamine,C(CC(=O)N)[C@@H](C(=O)O)N ,57.4607,0.12,0.004269882,0.00415453,0.01279413,0.018140724,0.02264321,0.032246827,0.043293587,0.040341128,0.037279375,0.036219702,0.031974118,0.025518349,0.027139124
445,Rimantadine Hydrochloride,CC(C12CC3CC(C1)CC(C3)C2)N.Cl ,45.4038,2.43,0.044812861,0.084310495,0.10240275,0.124265679,0.134875045,0.209356023,0.47335886,0.389696659,0.296293898,0.187346167,0.12350108,0.098175378,0.076695148
446,Pamidronate Disodium,C(CN)C(O)(P(=O)(O)[O-])P(=O)(O)[O-].O.O.O.O.O.[Na+].[Na+] ,40.7206,37.22,0.704849959,1.327147993,1.516507265,1.959194996,2.786999033,4.330482625,10.63848469,10.65799175,10.54392079,10.22071422,10.3209069,10.20240596,9.840279237
447,Mandelic Acid,C1=CC=C(C=C1)C(C(=O)O)O,58.3869,0.01,0.039644775,0.033826742,0.055712448,0.039768727,0.019441349,0.016231901,0.053829272,0.032517325,0.034437612,0.042604955,0.036365685,0.028961898,0.036584251
448,Azintamide,CCN(CC)C(=O)CSC1=NN=C(C=C1)Cl ,55.3273,0.82,0.025553263,0.033744202,0.043626381,0.058265273,0.067084885,0.084724757,0.129801637,0.076710307,0.07718741,0.057513501,0.04493859,0.029814587,0.011999007
